reference,doi,title,year,type,journal,authors
hal-02860448,10.1080/1743727x.2020.1724939,The ‘course-of-action’ method in the study of lived experience of learners,2020,Article,International Journal of Research and Method in Education,Gilles Dieumegard; Erica de Vries; Perrin Nicolas
hal-02860252,10.1016/j.apm.2020.05.013,Condition-based maintenance with imperfect inspections for continuous degradation processes,2020,Article,Applied Mathematical Modelling,Songhua Hao; Jun Yang; Christophe Bérenguer
hal-02861483,10.1109/tcst.2020.2991871,Observer-Based 3-D Control Enhancement for Topographic Imaging--Validation With an STM Prototype,2021,Article,IEEE Transactions on Control Systems Technology,Andrei Popescu; Gildas Besancon; Alina Voda; Skandar Basrour
hal-02861584,10.1149/09701.0119ecst,(Invited) Second Harmonic Generation: A Powerful Non-Destructive Characterization Technique for Dielectric-on-Semiconductor Interfaces,2020,Article,ECS Transactions,Irina Ionica; Dimitrios Damianos; Anne Kaminski-Cachopo; Danièle Blanc-Pelissier; Gérard Ghibaudo; Sorin Cristoloveanu et al.
tel-02861616,10.70675/87959ae3z1689z4ff1zac47ze081145cbffb,"Diaspora and displacement : The evocation of traditions, origins and identity in culinary memoirs, an emerging literary genre",2020,Thèse / HDR,,Virginia Allen-Terry Sherman
hal-02861795,10.1103/physrevresearch.2.033041,Disorder-induced coupling of Weyl nodes in WTe$_2$,2020,Article,Physical Review Research,Steffen Sykora; Johannes Schoop; Lukas Graf; Grigory Shipunov; Igor V. Morozov; Saicharan Aswartham et al.
tel-02861906,10.70675/2df56769z84dez4261zb50bz54b0a8825652,Cross-scale interactions and turbulent cascades in the North Atlantic Ocean,2020,Thèse / HDR,,Adekunle Ajayi
tel-02862122,10.70675/f9d04fcdz8b91z4e35z9a60z7b68e34343cc,Seismic loss modelling in insurance industry : towards a new model for better claims management,2020,Thèse / HDR,,Adrien Pothon
hal-02862126,10.1002/admi.202000293,Encapsulation Effect on Performance and Stability of Organic Solar Cells,2020,Article,Advanced Materials Interfaces,Emilie Planès; Sacha Juillard; Muriel Matheron; Nicolas Charvin; Stéphane Cros; Deping Qian et al.
hal-02862300,10.1103/physrevmaterials.4.124202,Polymorphic PtBi$_2$ --- candidate for topological superconductivity,2020,Article,Physical Review Materials,G. Shipunov; I. Kovalchuk; B. R. Piening; V. Labracherie; A. Veyrat; R. Giraud et al.
cea-02862363,10.1016/j.mee.2019.111194,Impact of roughness of TiN bottom electrode on the forming voltage of HfO$_2$ based resistive memories,2020,Article,Microelectronic Engineering,Christelle Charpin-Nicolle; M. Bonvalot; R. Sommer; A. Persico; M.L. Cordeau; S. Belahcen et al.
hal-02432390,10.1145/3373207.3404021,On fast multiplication of a matrix by its transpose,2020,Communication,,Jean-Guillaume Dumas; Clément Pernet; Alexandre Sedoglavic
hal-02862864,10.1021/acs.langmuir.0c00901,Lipid phase separation induced by the apolar polyisoprenoid squalane demonstrates its role in membrane domain formation in archaeal membranes,2020,Article,Langmuir,Marta Salvador-Castell; Bruno Demé; Phil M. Oger; Judith Peters
hal-02862891,10.3390/atmos11050465,Modeling Land Surface Fluxes from Uncertain Rainfall: A Case Study in the Sahel with Field-Driven Stochastic Rainfields,2020,Article,Atmosphere,Bernard Cappelaere; Denis Feurer; Theo Vischel; Catherine Ottle; Hassane Bil-Assanou Issoufou; Stéphane Saux Picart et al.
hal-02863066,10.1021/acsami.9b16740,Ionic liquids under confinement: From systematic variations of the ion and pore sizes towards an understanding of structure and dynamics in complex porous carbons,2019,Article,ACS Applied Materials & Interfaces,El Hassane Lahrar; Anouar Belhboub; Patrice Simon; Céline Merlet
hal-02863104,10.1007/jhep08(2020)080,Performance of the missing transverse momentum triggers for the ATLAS detector during Run-2 data taking,2020,Article,JHEP,Georges Aad; Brad Abbott; Dale Charles Abbott; Adam Abed Abud; Kira Abeling; Deshan Kavishka Abhayasinghe et al.
hal-02863118,10.1103/physreva.102.063316,Fractional Chern insulators of few bosons in a box: Hall plateaus from center-of-mass drifts and density profiles,2020,Article,Physical Review A,C. Repellin; J. Leonard; N. Goldman
hal-02863127,10.1103/physrevlett.125.162001,Measurement of the low-energy antideuteron inelastic cross section,2020,Article,Phys.Rev.Lett.,Shreyasi Acharya; Dagmar Adamova; Alexander Adler; Jonatan Adolfsson; Madan Mohan Aggarwal; Gianluca Aglieri Rinella et al.
hal-02863129,10.1016/j.physletb.2020.135758,Multiplicity dependence of J/$\psi$ production at midrapidity in pp collisions at $\sqrt{s}$ = 13 TeV,2020,Article,Phys.Lett.B,Shreyasi Acharya; Dagmar Adamova; Alexander Adler; Jonatan Adolfsson; Madan Mohan Aggarwal; Gianluca Aglieri Rinella et al.
hal-02863134,10.1103/physrevlett.126.162001,Elliptic Flow of Electrons from Beauty-Hadron Decays in Pb-Pb Collisions at $\sqrt {s_{NN}}$ = 5.02 TeV,2021,Article,Phys.Rev.Lett.,Shreyasi Acharya; Dagmar Adamova; Alexander Adler; Jonatan Adolfsson; Madan Mohan Aggarwal; Gianluca Aglieri Rinella et al.
hal-02863135,10.1103/physrevc.103.055201,$\Lambda\rm{K}$ femtoscopy in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 2.76 TeV,2021,Article,Phys.Rev.C,Shreyasi Acharya; Dagmar Adamova; Alexander Adler; Jonatan Adolfsson; Madan Mohan Aggarwal; Gianluca Aglieri Rinella et al.
hal-02863144,10.1103/physrevc.102.055204,Dielectron production in proton-proton and proton-lead collisions at $\sqrt{s_{NN}}=$ 5.02 TeV,2020,Article,Physical Review C,Shreyasi Acharya; Dagmar Adamova; Alexander Adler; Jonatan Adolfsson; Madan Mohan Aggarwal; Gianluca Aglieri Rinella et al.
hal-02863158,10.1103/physrevd.102.112006,Search for Higgs boson decays into two new low-mass spin-0 particles in the 4$b$ channel with the ATLAS detector using $pp$ collisions at $\sqrt{s}= 13$ TeV,2020,Article,Phys.Rev.D,Georges Aad; Brad Abbott; Dale Charles Abbott; Adam Abed Abud; Kira Abeling; Deshan Kavishka Abhayasinghe et al.
inserm-02863457,10.1038/s41598-020-64400-x,Molecular analysis of the massive GSH transport mechanism mediated by the human Multidrug Resistant Protein 1/ABCC1,2020,Article,Scientific Reports,Rachad Nasr; Doriane Lorendeau; Ruttiros Khonkarn; Lauriane Dury; Basile Pérès; Ahcène Boumendjel et al.
hal-02863867,10.1103/physrevb.101.094411,Retrieving CeB 6 's lost magnetic entropy,2020,Article,Physical Review B,Mehdi Amara; Christine Opagiste; Rose-Marie Galéra
hal-02863990,10.1039/d0cp01705a,Efficient prediction of Nucleus Independent Chemical Shifts for polycyclic aromatic hydrocarbons,2020,Article,Physical Chemistry Chemical Physics,Dimitrios Kilymis; Albert P Bartók; Chris Pickard; Alexander C Forse; Céline Merlet
hal-02864491,10.1111/febs.15281,A Guide to Native Mass Spectrometry to determine complex interactomes of molecular machines,2020,Article,FEBS Journal,Rita Puglisi; Elisabetta Boeri Erba; Annalisa Pastore
hal-02864502,10.1016/j.jmb.2020.03.014,Current approaches for integrating solution NMR spectroscopy and small-angle scattering to study the structure and dynamics of biomolecular complexes,2020,Article,Journal of Molecular Biology,Florent Delhommel; Frank Gabel; Michael Sattler
hal-02864517,10.1109/tasc.2020.2974420,High Strength-High Conductivity Silver Nanowire-Copper Composite Wires by Spark Plasma Sintering and Wire-Drawing for Non-Destructive Pulsed Fields,2020,Article,IEEE Transactions on Applied Superconductivity,Simon Tardieu; David Mesguich; Antoine Lonjon; Florence Lecouturier; Nelson Ferreira; Geoffroy Chevallier et al.
hal-02864540,10.1016/j.scitotenv.2020.137800,Environmental and socioeconomic effects of mosquito control in Europe using the biocide Bacillus thuringiensis subsp. israelensis (Bti),2020,Article,Science of the Total Environment,Carsten Brühl; Laurence Despres; Oliver Frör; Chandrashekhar Patil; Brigitte Poulin; Guillaume Tetreau et al.
hal-02382213,10.1016/j.euromechsol.2020.104046,Coulomb friction with rolling resistance as a cone complementarity problem,2021,Article,European Journal of Mechanics - A/Solids,Vincent Acary; Franck Bourrier
hal-02864630,10.1016/j.bioorg.2020.103921,Merulinic acid C overcomes gentamicin resistance in Enterococcus faecium,2020,Article,Bioorganic Chemistry,Fernanda Rodrigues-Costa; Juliano Slivinski; Laura Ióca; Ariane Bertonha; Rafael de Felício; Marcos Guilherme Da Cunha et al.
hal-02864642,10.1021/acs.cgd.0c00246,Mixing Salts and Poly(ethylene glycol) into Protein Solutions: The Effects of Diffusion across Semipermeable Membranes and of Convection,2020,Article,Crystal Growth & Design,Virginia Apostolopoulou; Niels Junius; Richard Sear; Monika Budayova-Spano
hal-02864672,10.1107/s1600576720003209,Optimization of crystallization of biological macromolecules using dialysis combined with temperature control,2020,Article,Journal of Applied Crystallography,Niels Junius; Elham Vahdatahar; Esko Oksanen; Jean-Luc Ferrer; Monika Budayova-Spano
hal-02864735,10.1007/978-1-0716-0278-2_13,Small-Angle Neutron Scattering of RNA–Protein Complexes,2020,Article,Methods in Molecular Biology,Audrone Lapinaite; Teresa Carlomagno; Frank Gabel
hal-02865449,10.1051/bsgf/2020011,The stones of the Sanctuary of Delphi -Northern shore of the Corinth Gulf -Greece,2020,Article,Bulletin de la Société Géologique de France,Marilou de Vals; Renaldo Gastineau; Amélie Perrier; Romain Rubi; Isabelle Moretti
hal-02865951,10.1016/j.matpr.2020.04.356,"Magnetic, magnetocaloric properties and phenomenological model in amorphous Fe40Ni38Mo4B18 alloy",2020,Article,Materials Today: Proceedings,S. El Ouahbi; A. Charkaoui; R. Moubah; Z. Yamkane; L.H. Omari; S. Derkaoui et al.
hal-02866193,10.1007/s10948-020-05509-y,Enhanced Magnetic and Magnetocaloric Properties of La0.45Nd0.25Sr0.3MnO3/CuO Composite,2020,Article,Journal of Superconductivity and Novel Magnetism,L. Fkhar; R. Lamouri; A. Mahmoud; F. Boschini; M. Hamedoun; H. Ez-Zahraouy et al.
hal-02866814,10.1192/j.eurpsy.2020.42,Improving social function with real-world social-cognitive remediation in schizophrenia: Results from the RemedRugby quasi-experimental trial,2020,Article,European Psychiatry,Julien Dubreucq; Franck Gabayet; Bernard Ycart; Megane Faraldo; Fanny Melis; Thierry Lucas et al.
hal-02514824,10.1016/j.gca.2020.03.009,Water and heat: new constraints on the evolution of the CV chondrite parent body,2020,Article,Geochimica et Cosmochimica Acta,Lydie Bonal; J. Gattacceca; Alexandre Garenne; Jolantha Eschrig; Pierre Rochette; Lisa Krämer Ruggiu
hal-02867122,10.1017/dsd.2020.104,The co-design cognitive process: Impacts of a Spatial Augmented Reality platform.,2020,Communication,,Maud Poulin; Cédric Masclet; Jean-François Boujut
hal-02867156,10.4000/mcv.13014,"Julio MONTERO (dir.), Una televisión con dos cadenas. La programación en España (1956-1990)",2020,Article,Mélanges de la Casa de Velázquez,Federico Bellido Peris
hal-02543070,10.1016/j.scitotenv.2020.138088,"Diagenetic production, accumulation and sediment-water exchanges of methylmercury in contrasted sediment facies of Lake Titicaca (Bolivia)",2020,Article,Science of the Total Environment,Stéphane Guédron; Stéphane Audry; Dario C. Acha; Sylvain Bouchet; David Point; T. Condom et al.
hal-02867777,10.7554/elife.50027,The guide sRNA sequence determines the activity level of box C/D RNPs,2020,Article,eLife,Andrea Graziadei; Frank Gabel; John Kirkpatrick; Teresa Carlomagno
hal-02867861,10.3390/en13112961,Impact of Social Welfare Metrics on Energy Allocation in Multi-Objective Optimization,2020,Article,Energies,Anders Clausen; Aisha Umair; Yves Demazeau; Bo Nørregaard Jørgensen
halshs-02868072,10.4000/sociologies.15701,Reconfigurations du mouvement sportif français face aux injonctions normatives du « sport-santé ». Le cas du « Basket Santé »,2021,Article,SociologieS,Clément Perrier
hal-02534418,10.1021/acs.jpca.9b11262,Electronic Excited States and UV–Vis Absorption Spectra of the Dihydropyrene/Cyclophanediene Photochromic Couple: a Theoretical Investigation,2020,Article,Journal of Physical Chemistry A,Rudraditya Sarkar; Marie-Catherine Heitz; Guy Royal; Martial Boggio-Pasqua
hal-02868510,10.1051/proc/202068006,"Change-Point Detection, Segmentation, and Related Topics",2020,Article,ESAIM: Proceedings and Surveys,Jean-Marc Bardet; Vincent Brault; Sergueï Dachian; Farida Enikeeva; Bruno Saussereau
inserm-02868566,10.1371/journal.pcbi.1007869,"PenDA, a rank-based method for personalized differential analysis: Application to lung cancer",2020,Article,PLoS Computational Biology,Magali Richard; Clémentine Decamps; Florent Chuffart; Elisabeth Brambilla; Sophie Rousseaux; Saadi Khochbin et al.
hal-02868604,10.1016/j.ress.2020.107422,Nonparametric estimation of aggregated Sobol' indices: application to a depth averaged snow avalanche model,2021,Article,"International Journal of Reliability, Quality and Safety Engineering",María Belén Heredia; Clémentine Prieur; Nicolas Eckert
hal-02868624,10.1016/j.ifacol.2020.12.795,Leak-Diagnosis Approach for Water Distribution Networks based on a k-NN Classification Algorithm,2020,Communication,,José-Roberto Bermúdez; López-Estrada Francisco-Ronay; Gildas Besancon; Torres Lizeth; Ildeberto de Los Santos Ruiz
hal-02868669,10.1016/j.ifacol.2020.12.662,Fault Detection in Hydroelectric Generating Units with Trigonometric Filters,2020,Communication,,Gérard Robert; Gildas Besancon
hal-02869135,10.1016/j.ifacol.2020.12.1645,Immersion Based Observer for the Switched Reluctance Motor,2020,Communication,,Alejandra de La Guerra; Alejandro Gutierrez-Giles; Gildas Besancon
hal-02869457,10.1109/lcomm.2020.2989633,Spectral and Energy Efficient Fast-OFDM with Index Modulation for Optical Wireless Systems,2020,Article,IEEE Communications Letters,Ali Waqar Azim; Marwa Chafii; Yannis Le Guennec; Laurent Ros
hal-02869623,10.1109/tdei.2020.008547,O2− ion mobility in dense Ne gas: The free volume model,2020,Article,IEEE Transactions on Dielectrics and Electrical Insulation,A.F. Borghesani; Frédéric Aitken
hal-02869821,10.1016/j.jsurg.2020.01.008,"Validating the transfer of skills acquired on a prostate biopsy simulator: a prospective, randomized, controlled study",2020,Article,Journal of Surgical Education,Gaelle Fiard; Sonia-Yuki Selmi; Manon Maigron; Alexandre Bellier; Emmanuel Promayon; Jean-Luc Descotes et al.
hal-02869824,10.1063/5.0007192,Mass-zero constrained molecular dynamics for electrode charges in simulations of electrochemical systems,2020,Article,The Journal of Chemical Physics,A. Coretti; L. Scalfi; C. Bacon; B. Rotenberg; R. Vuilleumier; G. Ciccotti et al.
hal-02870091,10.1051/lhb/2020021,Conclusions du séminaire « Comment les tensions sur l'eau conduisent-elles à en repenser la gouvernance ? »,2020,Article,La Houille Blanche - Revue internationale de l'eau,Mathieu Brugidou; Coeur Denis; Marc-Antoine Martin; Arthur Jobert; Delphine Loupsans; Pierre-Louis Viollet
hal-02870119,10.3917/gap.201.0115,Baptiste Kotras (2018) La Voix du web. Nouveaux régimes de l’opinion sur Internet,2020,Article,Gouvernement & action publique,Mathieu Brugidou
hal-02870123,10.1029/2019gl085954,A major collapse of Kangerlussuaq Glacier's ice tongue between 1932 and 1933 in East Greenland,2020,Article,Geophysical Research Letters,Flor Vermassen; Anders A. Bjørk; Marie-Alexandrine Sicre; John M. Jaeger; David J. Wangner; Kristian K. Kjeldsen et al.
hal-02870278,10.1016/j.electacta.2019.135269,HfO2-based electrolyte potentiometric oxygen sensors for liquid sodium,2020,Article,Electrochimica Acta,J.-L. Courouau; J. Fouletier; M.C. C Steil
hal-02870433,10.1016/j.ifacol.2020.12.1091,Dynamic model for a water distribution network: application to leak diagnosis and quality monitoring,2020,Communication,,J.A. Delgado-Aguiñaga; Becerra-Lopez F.I.; Torres Lizeth; Gildas Besancon; Vicenç Puig; M.R. Jimenez-Magaña
cea-02870754,10.1051/0004-6361/201936442,The $Herschel$ view of the dense core population in the Ophiuchus molecular cloud,2020,Article,Astronomy & Astrophysics - A&A,B. Ladjelate; Ph. André; V. Könyves; D. Ward-Thompson; A. Men’shchikov; A. Bracco et al.
hal-02870773,10.1088/1748-0221/16/05/t05006,A continuous integration and web framework in support of the ATLAS Publication Process,2021,Article,Journal of Instrumentation,Juan Pedro Araque Espinosa; Gabriel Baldi Levcovitz; Riccardo-Maria Bianchi; Ian Brock; Tancredi Carli; Nuno Filipe Castro et al.
